pruning_level,scenario,masking_mode,pruning_method,i2t_top1,top1_specific_acc,top1_coordinate_acc,top1_super_acc,mrr,semantic_entropy,cka_vision,cka_text,npr_vision,coordinate error,superordinate error,domain error,domain collapse,top10_coordinate_ratio,top10_superordinate_ratio,top10_domain_ratio,noise_floor_top1_acc,noise_floor_mrr,noise_floor_entropy,n_typical,n_atypical,acc_typical,acc_atypical,delta_typicality
0.5,joint,static,l1_unstructured,0.021388888359069824,0.021388888359069824,0.06111111111111111,0.8194444444444444,0.07725531755660199,5.813838005065918,0.2754797637462616,0.6599327325820923,0.037722222222222226,286,5460,800,500,0.08134722222222221,0.7593333333333334,0.9300694444444444,0.0075,0.060655239510024245,1.6724215745925903,4400,2800,0.020227272727272726,0.023214285714285715,-0.0029870129870129894
0.55,joint,static,l1_unstructured,0.013888888992369175,0.013888888992369175,0.02875,0.8183333333333334,0.06909950673954217,6.133396148681641,0.22984996438026428,0.6436530351638794,0.03286111111111111,107,5685,806,502,0.06359722222222222,0.744791666666667,0.8676666666666668,0.0075,0.060655239510024245,1.6724215745925903,4400,2800,0.022727272727272728,0.0,0.022727272727272728
0.6,joint,static,l1_unstructured,0.012916666455566883,0.012916666455566883,0.08861111111111111,0.8194444444444444,0.06611755441870523,6.148152828216553,0.23342545330524445,0.42820417881011963,0.02827777777777778,545,5262,800,500,0.05395833333333333,0.7500972222222223,0.8519722222222224,0.0075,0.060655239510024245,1.6724215745925903,4400,2800,0.020227272727272726,0.0014285714285714286,0.018798701298701297
0.65,joint,static,l1_unstructured,0.013888888992369175,0.013888888992369175,0.08333333333333333,0.8194444444444444,0.06898664714890468,6.156742095947266,0.21797971427440643,0.4570114314556122,0.026055555555555554,500,5300,800,500,0.07141666666666667,0.7115138888888891,0.8440000000000003,0.0075,0.060655239510024245,1.6724215745925903,4400,2800,0.022727272727272728,0.0,0.022727272727272728
0.7,joint,static,l1_unstructured,0.013888888992369175,0.013888888992369175,0.08333333333333333,0.8188888888888889,0.06675576474493657,6.157818794250488,0.20178534090518951,0.514294445514679,0.023305555555555555,500,5296,804,500,0.06656944444444444,0.6706805555555556,0.9238472222222222,0.0075,0.060655239510024245,1.6724215745925903,4400,2800,0.022727272727272728,0.0,0.022727272727272728
0.75,joint,static,l1_unstructured,0.014027778059244156,0.014027778059244156,0.04722222222222222,0.8188888888888889,0.06689804165150287,6.162755489349365,0.19278785586357117,0.5420655608177185,0.021305555555555557,239,5556,801,503,0.058680555555555555,0.7790277777777779,0.8939722222222223,0.0075,0.060655239510024245,1.6724215745925903,4400,2800,0.00022727272727272727,0.03571428571428571,-0.035487012987012984
0.8,joint,static,l1_unstructured,0.016527777537703514,0.016527777537703514,0.10486111111111111,0.8194444444444444,0.07075545790833174,6.137567043304443,0.17878004908561707,0.6057392954826355,0.018666666666666668,636,5145,800,500,0.07183333333333335,0.6914444444444446,0.8437361111111114,0.0075,0.060655239510024245,1.6724215745925903,4400,2800,0.007272727272727273,0.031071428571428573,-0.0237987012987013
0.85,joint,static,l1_unstructured,0.013888888992369175,0.013888888992369175,0.08333333333333333,0.8194444444444444,0.06695551527365884,6.15036153793335,0.15884631872177124,0.6096794605255127,0.015361111111111112,500,5300,800,500,0.0648611111111111,0.6640416666666668,0.835166666666667,0.0075,0.060655239510024245,1.6724215745925903,4400,2800,0.0,0.03571428571428571,-0.03571428571428571
0.9,joint,static,l1_unstructured,0.012222222052514553,0.012222222052514553,0.0948611111111111,0.8194444444444444,0.06928079731303029,6.16657829284668,0.14463454484939575,0.5881757736206055,0.012055555555555555,595,5217,800,500,0.07022222222222223,0.8193611111111111,0.9305555555555556,0.0075,0.060655239510024245,1.6724215745925903,4400,2800,0.015,0.007857142857142858,0.007142857142857142
0.0,text_only,static,l1_unstructured,0.5556944608688354,0.5556944608688354,0.7265277777777778,0.9356944444444445,0.6713155143139147,1.9807963371276855,1.0,1.0,1.0,1230,1506,224,239,0.3061111111111111,0.8252083333333333,0.9221944444444444,,,,4400,2800,0.5459090909090909,0.5710714285714286,-0.025162337662337664
